"date","documenttype","documentno","narration","journalno","whtax","VendorID"
"11/25/2017 12:00:00 AM","23","445                 ","November 2018 Mombasa rent","Jv7335              ","","cr582               "
"12/27/2017 12:00:00 AM","23","446                 ","December 2017 Mombasa rent","Jv7336              ","","cr582               "
"1/26/2018 12:00:00 AM","23","447                 ","January 2018 Mombasa rent","Jv7337              ","","cr582               "
"2/26/2018 12:00:00 AM","23","448                 ","February 2018 Mombasa rent","Jv7338              ","","cr582               "
"3/27/2017 12:00:00 AM","23","449                 ","March 2017 Mombasa rent","Jv7339              ","","cr582               "
"1/31/2018 12:00:00 AM","23","450                 ","January 2018 Electricity bill","Jv7342              ","","cr372               "
"2/28/2018 12:00:00 AM","23","452                 ","February 2018 Electricity bill","Jv7374              ","","cr372               "
"11/27/2017 12:00:00 AM","23","453                 ","Purchase of 1bucket of bitushield type 5","Jv7378              ","","cr553               "
"3/19/2018 12:00:00 AM","23","454                 ","March 2018 security service","Jv7424              ","","cr90613             "
"3/31/2018 12:00:00 AM","23","455                 ","March 2018 Water bill","Jv7427              ","","cr371               "
"3/29/2018 12:00:00 AM","23","456                 ","Tranport chrges to deliver product to Eldoret(Unity homes)","Jv7442              ","","cr583               "
"3/29/2018 12:00:00 AM","23","457                 ","Transport charges to Eldoret to deliver Maraba products","Jv7446              ","","cr583               "
"4/11/2018 12:00:00 AM","23","458                 ","Purchase of 10pcs of GRN self carbon books","Jv7493              ","","cr50612             "
"4/13/2018 12:00:00 AM","23","459                 ","Purchaseof 50pc of empty drums","Jv7504              ","","cr30600             "
"3/26/2018 12:00:00 AM","23","460                 ","March 2018 NSSF payable","Jv7557              ","","cr514               "
"3/26/2018 12:00:00 AM","23","461                 ","March 2018 PAYE payable","Jv7558              ","","cr513               "
"3/26/2018 12:00:00 AM","23","462                 ","March 2018 Mombasarent","Jv7559              ","","cr582               "
"3/26/2018 12:00:00 AM","23","463                 ","March 2018 Consultancy","Jv7560              ","","cr369               "
"2/28/2018 12:00:00 AM","23","464                 ","February 2018 Pest control ","Jv7571              ","","cr380               "
"3/8/2018 12:00:00 AM","23","465                 ","March 2018 Sanitary services","Jv7572              ","","cr380               "
"4/13/2018 12:00:00 AM","23","466                 ","Purchase of 50pcs of empty drums(Roben A. order)","Jv7617              ","","cr30600             "
"4/23/2018 12:00:00 AM","23","467                 ","March 2018 security exp.","Jv7637              ","","cr90613             "
"3/31/2018 12:00:00 AM","23","468                 ","March 2018 Electricity bill","Jv7638              ","","cr372               "
"4/29/2018 12:00:00 AM","23","469                 ","Fire extinguishers service","Jv7668              ","","cr512               "
"3/31/2018 12:00:00 AM","23","470                 ","March 2018 motor vehiclefuel","Jv7670              ","","cr473               "
"4/30/2018 12:00:00 AM","23","471                 ","April 2018 Motor vehicle fuel","Jv7671              ","","cr473               "
"3/29/2018 12:00:00 AM","23","472                 ","Purchase of 2000ltrs of kerosene","Jv7751              ","","cr356               "
"4/30/2018 12:00:00 AM","23","473                 ","April 2018 Water bill","Jv7752              ","","cr371               "
"4/26/2018 12:00:00 AM","23","474                 ","April 2018 consultancy","Jv7759              ","","cr369               "
"4/26/2018 12:00:00 AM","23","475                 ","April 2018 Rent","Jv7760              ","","cr582               "
"5/4/2018 12:00:00 AM","23","476                 ","Purchase of 200ltrs of diesel","Jv7761              ","","cr447               "
"4/30/2018 12:00:00 AM","23","477                 ","April 2018 Electricity bill","Jv7762              ","","cr372               "
"4/12/2018 12:00:00 AM","23","478                 ","GPA group personal accident","Jv7794              ","","cr110613            "
"4/12/2018 12:00:00 AM","23","479                 ","Peter Kiundu  Personal accident","Jv7795              ","","cr110613            "
"4/12/2018 12:00:00 AM","23","480                 ","KBD 284U insurance","Jv7796              ","","cr110613            "
"4/12/2018 12:00:00 AM","23","481                 ","Peter maina Personal accident","Jv7797              ","","cr110613            "
"4/1/2018 12:00:00 AM","23","482                 ","Medical insurance for the year 2018/2019","Jv7798              ","","cr538               "
"5/3/2018 12:00:00 AM","23","483                 ","Pc4297 Purchase 50pcs of empty drums","Jv7813              ","","cr30594             "
"4/10/2018 12:00:00 AM","23","484                 ","April 2018 Sanitary services","Jv8031              ","","cr380               "
"4/30/2018 12:00:00 AM","23","485                 ","April 2018 pest control","Jv8032              ","","cr380               "
"5/10/2018 12:00:00 AM","23","486                 ","May 2018 Sanitary services","Jv8033              ","","cr380               "
"5/11/2018 12:00:00 AM","23","487                 ","Chq BBK1119 Purchase 50pcs of empty drums","Jv8067              ","","cr30594             "
"4/21/2018 12:00:00 AM","23","488                 ","Purchase of 15pcs of empty drums","Jv8085              ","","cr30600             "
"5/21/2018 12:00:00 AM","23","489                 ","May 2018 security service","Jv8101              ","","cr90613             "
"5/31/2018 12:00:00 AM","23","490                 ","May 2018 motor vehicle fuel","Jv8170              ","","cr473               "
"1/10/2018 12:00:00 AM","23","491                 ","January 2018 sanitary services","Jv8171              ","","cr380               "
"5/31/2018 12:00:00 AM","23","492                 ","May 2018 water bill","Jv8179              ","","cr371               "
"6/8/2018 12:00:00 AM","23","493                 ","Purchase 200L of diesel for K1-60 production","Jv8230              ","","cr447               "
"3/9/2018 12:00:00 AM","23","495                 ","Purchase of 14pcs of empty drums","Jv8436              ","","cr30600             "
"6/20/2018 12:00:00 AM","23","496                 ","June 2018 security bill","Jv8458              ","","cr90613             "
"5/31/2018 12:00:00 AM","23","497                 ","May 2018 electricity bill","Jv8462              ","","cr372               "
"6/25/2018 12:00:00 AM","23","498                 ","Purchase of 10000L of kerosene","Jv8500              ","","cr120614            "
"10/14/2017 12:00:00 AM","23","500                 ","Repair of Maina's laptop","Jv8556              ","","cr40606             "
"6/7/2018 12:00:00 AM","23","501                 ","June 2018 Sanitary services","Jv8563              ","","cr380               "
"6/16/2018 12:00:00 AM","23","502                 ","transport charges of product China Henan","Jv8645              ","","cr571               "
"6/30/2018 12:00:00 AM","23","503                 ","June 2018 motor vehicle fuel","Jv8684              ","","cr473               "
"6/25/2018 12:00:00 AM","23","504                 ","transport charges of product China Henan","Jv8691              ","","cr571               "
"6/21/2018 12:00:00 AM","23","505                 ","transport charges of product China Henan","Jv8703              ","","cr571               "
"6/30/2018 12:00:00 AM","23","506                 ","June 2018 water &amp; sewarage bill","Jv8722              ","","cr371               "
"6/23/2018 12:00:00 AM","23","507                 ","Tranport charges of product from Gas &amp; Go ","Jv8731              ","","cr571               "
"7/5/2018 12:00:00 AM","23","508                 ","transport charges of product from Gas &amp; Go","Jv8824              ","","cr571               "
"7/7/2018 12:00:00 AM","23","509                 ","transport charges of product China Wuyi Msa","Jv8842              ","","cr583               "
"4/24/2018 12:00:00 AM","23","510                 ","2018 Fire insurance policy","Jv8864              ","","cr110613            "
"4/24/2018 12:00:00 AM","23","511                 ","2018 Bulglary insurance policy","Jv8865              ","","cr110613            "
"6/21/2018 12:00:00 AM","23","512                 ","KBR 092S insurance policy 2018","Jv8866              ","","cr110613            "
"4/30/2018 12:00:00 AM","23","513                 ","April 2018 NHIF payable","Jv8887              ","","cr515               "
"4/30/2018 12:00:00 AM","23","514                 ","April 2018 NSSF payable","Jv8888              ","","cr514               "
"4/30/2018 12:00:00 AM","23","515                 ","April 2018 PAYE payable","Jv8889              ","","cr513               "
"5/26/2018 12:00:00 AM","23","516                 ","May 2018 Mombasa rent","Jv8890              ","","cr582               "
"5/26/2018 12:00:00 AM","23","517                 ","May 2018 Consultancy ","Jv8891              ","","cr369               "
"5/26/2018 12:00:00 AM","23","518                 ","May 2018 NHIF payable","Jv8892              ","","cr515               "
"5/26/2018 12:00:00 AM","23","519                 ","May 2018 PAYE payable","Jv8893              ","","cr513               "
"5/26/2018 12:00:00 AM","23","520                 ","May 2018 NSSF payable","Jv8894              ","","cr514               "
"6/26/2018 12:00:00 AM","23","521                 ","June 2018 NHIF payable","Jv8895              ","","cr515               "
"6/26/2018 12:00:00 AM","23","522                 ","June 2018 PAYE payable","Jv8896              ","","cr513               "
"6/26/2018 12:00:00 AM","23","523                 ","June 2018 NSSF payable","Jv8897              ","","cr514               "
"7/9/2018 12:00:00 AM","23","524                 ","Purchase of 10000L of kerosene","Jv8898              ","","cr120614            "
"6/26/2018 12:00:00 AM","23","525                 ","June 2018 Mombasa rent","Jv8901              ","","cr582               "
"6/26/2018 12:00:00 AM","23","526                 ","June 2018 Consultancy","Jv8902              ","","cr369               "
"6/7/2018 12:00:00 AM","23","528                 ","June 2018 sanitation services bill","Jv8909              ","","cr380               "
"6/30/2018 12:00:00 AM","23","529                 ","June 2018 fumigation services bill","Jv8910              ","","cr380               "
"7/16/2018 12:00:00 AM","23","530                 ","Purchase of 190pcs of empty metallic drums","Jv8946              ","","cr30594             "
"6/30/2018 12:00:00 AM","23","531                 ","June 2018 Electricity bill","Jv8966              ","","cr372               "
"7/19/2018 12:00:00 AM","23","532                 ","KBK 650M annual insurance","Jv8967              ","","cr110613            "
"7/20/2018 12:00:00 AM","23","533                 ","July 2018 security bill","Jv9115              ","","cr90613             "
"7/7/2018 12:00:00 AM","23","534                 ","July 2018 sanitation services bill","Jv9159              ","","cr380               "
"8/30/2018 12:00:00 AM","23","535                 ","Purchase of 200L of diesel","Jv9175              ","","cr447               "
"7/31/2018 12:00:00 AM","23","536                 ","Purchase of Iodine salt for K1-60 production","Jv9188              ","","cr120615            "
"7/26/2018 12:00:00 AM","23","537                 ","Purchase of 160pcs of empty drums","Jv9198              ","","cr30594             "
"7/26/2018 12:00:00 AM","23","539                 ","July 2018 Mombasa rent","Jv9255              ","","cr582               "
"7/26/2018 12:00:00 AM","23","540                 ","July 2018 NHIF payable","Jv9256              ","","cr515               "
"7/26/2018 12:00:00 AM","23","541                 ","July 2018 NSSF payable","Jv9257              ","","cr514               "
"7/27/2018 12:00:00 AM","23","542                 ","JUly 2018 Consultancy","Jv9260              ","","cr369               "
"8/8/2018 12:00:00 AM","23","543                 ","Purchase of  160pcs of empty metallic drums","Jv9347              ","","cr30594             "
"8/18/2018 12:00:00 AM","23","544                 ","Purchase of 130pcs of empty drums","Jv9352              ","","cr483               "
"7/31/2018 12:00:00 AM","23","545                 ","July 2018 water bill","Jv9357              ","","cr371               "
"8/22/2018 12:00:00 AM","23","546                 ","Re-connection fee ","Jv9358              ","","cr371               "
"8/20/2018 12:00:00 AM","23","547                 ","Aug 2018 security bill","Jv9371              ","","cr90613             "
"8/1/2018 12:00:00 AM","23","548                 ","Purchase of 40 drums of bitumen 80/100","Jv9414              ","","cr120613            "
"8/29/2018 12:00:00 AM","23","549                 ","Purchase of  60pcs of empty metallic drums","Jv9430              ","","cr30594             "
"7/31/2018 12:00:00 AM","23","550                 ","Purchase of 30L of diesel","Jv9436              ","","cr447               "
"8/1/2018 12:00:00 AM","23","551                 ","Purchase of 102.20L of diesel","Jv9437              ","","cr447               "
"8/17/2018 12:00:00 AM","23","552                 ","Purchase of 98.04L of diesel","Jv9438              ","","cr447               "
"8/29/2018 12:00:00 AM","23","553                 ","puchase of salt","Jv9450              ","","cr120615            "
"8/28/2018 12:00:00 AM","23","554                 ","Purchase of 60pcs of empty metallic drum","Jv9522              ","","cr30594             "
"8/31/2018 12:00:00 AM","23","555                 ","August 2018 Water bill","Jv9539              ","","cr371               "
"8/31/2018 12:00:00 AM","23","556                 ","August 2018 Electricity bill","Jv9540              ","","cr372               "
"8/7/2018 12:00:00 AM","23","557                 ","July 2018 Sanitary services","Jv9541              ","","cr380               "
"7/26/2018 12:00:00 AM","23","559                 ","July 2018 PAYE payable","Jv9542              ","","cr513               "
"8/31/2018 12:00:00 AM","23","560                 ","August 2018 NSSF payable","Jv9543              ","","cr514               "
"8/31/2018 12:00:00 AM","23","561                 ","August 2018 NHIF payable","Jv9544              ","","cr515               "
"8/31/2018 12:00:00 AM","23","562                 ","August 2018 PAYE payable","Jv9545              ","","cr513               "
"7/31/2018 12:00:00 AM","23","563                 ","July 2018 Electricity bill","Jv9560              ","","cr372               "
"7/31/2018 12:00:00 AM","23","564                 ","July 2018 Motor Vehicle Fuel","Jv9561              ","","cr473               "
"8/31/2018 12:00:00 AM","23","565                 ","August 2018 Motor vehicle fuel","Jv9562              ","","cr473               "
"8/31/2018 12:00:00 AM","23","566                 ","August 2018 Consultancy","Jv9563              ","","cr369               "
"8/31/2018 12:00:00 AM","23","567                 ","August 2018 Mombasa rent","Jv9564              ","","cr582               "
"8/9/2018 12:00:00 AM","23","568                 ","Transport charges to Midland and from shore 2 shore","Jv9610              ","","cr571               "
"8/3/2018 12:00:00 AM","23","569                 ","10,0000ltrs of kerosene","Jv9617              ","","cr120614            "
"8/28/2018 12:00:00 AM","23","570                 ","August 2018 Sanitation","Jv9641              ","","cr380               "
"8/28/2018 12:00:00 AM","23","571                 ","Transport charges of bitumen from Diwa Mombasa","Jv9642              ","","cr571               "
"11/29/2017 12:00:00 AM","23","572                 ","Purchase of 54.35L of diesel","Jv9652              ","","cr411               "
"12/4/2017 12:00:00 AM","23","573                 ","Purchase of 180.78L of diesel","Jv9653              ","","cr411               "
"8/28/2018 12:00:00 AM","23","574                 ","Purchase of 200L of diesel","Jv9654              ","","cr411               "
"8/22/2018 12:00:00 AM","23","575                 ","Purchase of  10pcs of empty metallic drums","Jv9658              ","","cr30600             "
"8/18/2018 12:00:00 AM","23","576                 ","Purchase of 300L of diesel","Jv9660              ","","cr411               "
"9/17/2018 12:00:00 AM","23","577                 ","purchase of 100pcs of bitushield type 5 stickers","Jv9701              ","","cr50612             "
"9/18/2018 12:00:00 AM","23","578                 ","2017 Audit fee","Jv9731              ","","cr369               "
"9/18/2018 12:00:00 AM","23","579                 ","Directors annual returns Mr maina","Jv9732              ","","cr369               "
"9/10/2018 12:00:00 AM","23","580                 ","Purchase of 200L of diesel","Jv9768              ","","cr447               "
"9/20/2018 12:00:00 AM","23","581                 ","Purchase of 70pcs of empty drums","Jv9785              ","","cr30594             "
"8/20/2018 12:00:00 AM","23","582                 ","Transport charges to Nakuru China Railways","Jv9854              ","","cr571               "
"9/30/2018 12:00:00 AM","23","583                 ","September 2018 motor veh. fuel","Jv9884              ","","cr473               "
"9/30/2018 12:00:00 AM","23","584                 ","September 2018 electricity bill","Jv9885              ","","cr372               "
"9/17/2018 12:00:00 AM","23","586                 ","Purchase of 200L of diesel","Jv9906              ","","cr447               "
"9/19/2018 12:00:00 AM","23","587                 ","Purchase of 200L of diesel for bitumen heating","Jv9911              ","","cr447               "
"10/8/2018 12:00:00 AM","23","588                 ","Purchase of 200L of diesel for bitumen heating","Jv9931              ","","cr411               "
"9/30/2018 12:00:00 AM","23","589                 ","September 2018 Water Bill","Jv9935              ","","cr371               "
"9/7/2018 12:00:00 AM","23","590                 ","September 2018 Sanitary services","Jv9936              ","","cr380               "
"9/30/2018 12:00:00 AM","23","591                 ","September 2018 Security services","Jv9937              ","","cr140615            "
"9/30/2018 12:00:00 AM","23","592                 ","September 2018 Consultancy","Jv9941              ","","cr369               "
"9/30/2018 12:00:00 AM","23","593                 ","September 2018 NHIF Payable","Jv9942              ","","cr515               "
"9/30/2018 12:00:00 AM","23","594                 ","September 2018 motor veh. fuel","Jv9943              ","","cr514               "
"9/30/2018 12:00:00 AM","23","595                 ","September 2018 PAYE Payable","Jv9944              ","","cr513               "
"9/30/2018 12:00:00 AM","23","596                 ","September 2018 Mombasa Rent","Jv9947              ","","cr582               "
"10/25/2018 12:00:00 AM","23","597                 ","transport charge to deliver products to Subway const. at Langata","Jv10119             ","","cr571               "
"10/11/2018 12:00:00 AM","23","598                 ","Purchase of 300L of diesel","Jv10125             ","","cr447               "
"10/12/2018 12:00:00 AM","23","599                 ","Purchase of 30L of diesel for bitumen heating","Jv10133             ","","cr447               "
"10/31/2018 12:00:00 AM","23","600                 ","October 2018 Electricity bill","Jv10157             ","","cr372               "
"10/31/2018 12:00:00 AM","23","601                 ","October 2018 motor veh fuel","Jv10158             ","","cr473               "
"11/5/2018 12:00:00 AM","23","602                 ","October 2018 Security services","Jv10159             ","","cr140615            "
"10/31/2018 12:00:00 AM","23","603                 ","October 2018 NHIF payable","Jv10162             ","","cr515               "
"10/31/2018 12:00:00 AM","23","604                 ","October 2018 NSSF payable","Jv10163             ","","cr514               "
"10/31/2018 12:00:00 AM","23","605                 ","October 2018 PAYE payable","Jv10164             ","","cr513               "
"10/31/2018 12:00:00 AM","23","606                 ","October 2018 Mombasa Rent","Jv10165             ","","cr582               "
"10/31/2018 12:00:00 AM","23","607                 ","October 2018 Consultancy","Jv10166             ","","cr369               "
"10/24/2018 12:00:00 AM","23","608                 ","100 business card ,2 PC books,10 loading books","Jv10223             ","","cr50612             "
"10/23/2018 12:00:00 AM","23","609                 ","purchase of diesel for bitumen heating for production preparation","Jv10263             ","","cr411               "
"9/25/2018 12:00:00 AM","23","610                 ","Empty drums","Jv10272             ","","cr30594             "
"10/9/2018 12:00:00 AM","23","611                 ","October 2018 sanitation","Jv10287             ","","cr380               "
"10/31/2018 12:00:00 AM","23","613                 ","October 2018 pest control","Jv10288             ","","cr380               "
"10/25/2018 12:00:00 AM","23","614                 "," purchase of 297L of diesel for production ","Jv10291             ","","cr447               "
"10/31/2018 12:00:00 AM","23","615                 ","Oct 2018 water bill","Jv10314             ","","cr371               "
"10/31/2018 12:00:00 AM","23","616                 "," purchase of 30pcs of empty drums","Jv10394             ","","cr30594             "
"11/16/2018 12:00:00 AM","23","618                 ","Purchase of 100pcs of empty drums","Jv10401             ","","cr30594             "
"11/4/2018 12:00:00 AM","23","619                 ","Purchase of 200L of diesel &amp; 400 of kerosene","Jv10429             ","","cr411               "
"11/3/2018 12:00:00 AM","23","620                 ","purchase of 200L of diesel for production of MC-30","Jv10432             ","","cr447               "
"11/6/2018 12:00:00 AM","23","621                 ","Purchase of 15pcs of empty drums","Jv10472             ","","cr30594             "
"11/30/2018 12:00:00 AM","23","622                 ","November 2018 electricity bill","Jv10473             ","","cr372               "
"11/20/2018 12:00:00 AM","23","625                 ","Purchase of 200L of diesel","Jv10532             ","","cr411               "
"11/30/2018 12:00:00 AM","23","626                 ","November Water Bill","Jv10559             ","","cr371               "
"11/30/2018 12:00:00 AM","23","627                 ","November 2018 Consultancy","Jv10560             ","","cr369               "
"11/30/2018 12:00:00 AM","23","628                 ","November 2018 Mombasa Rent","Jv10561             ","","cr582               "
"11/30/2018 12:00:00 AM","23","629                 ","November 2018 NHIF payable","Jv10562             ","","cr515               "
"11/30/2018 12:00:00 AM","23","630                 ","November 2018 NSSF payable","Jv10563             ","","cr514               "
"11/30/2018 12:00:00 AM","23","631                 ","November 2018 PAYE payable","Jv10564             ","","cr513               "
"11/30/2018 12:00:00 AM","23","632                 ","November 2018 motor vehicle fuel bill","Jv10567             ","","cr473               "
"11/21/2018 12:00:00 AM","23","634                 ","Purchase of 4 buckets of bitushield type 5 ","Jv10581             ","","cr70612             "
"11/21/2018 12:00:00 AM","23","635                 ","Purchase of 400L of kerosene","Jv10589             ","","cr447               "
"11/5/2018 12:00:00 AM","23","636                 ","Purchase of 200L of diesel","Jv10592             ","","cr447               "
"11/7/2018 12:00:00 AM","23","637                 ","October 2018 Sanitation","Jv10615             ","","cr380               "
"12/31/2018 12:00:00 AM","23","638                 ","Dec 2018 Electricity bill","Jv10622             ","","cr372               "
"12/31/2018 12:00:00 AM","23","639                 ","Dec 2018 Mombasa rent","Jv10623             ","","cr582               "
"12/26/2018 12:00:00 AM","23","640                 ","Dec 2018 Consultancy","Jv10624             ","","cr369               "
"12/26/2018 12:00:00 AM","23","641                 ","Dec 2018 NHIF payable","Jv10625             ","","cr515               "
"12/26/2018 12:00:00 AM","23","642                 ","Dec 2018 PAYE payable","Jv10626             ","","cr513               "
"12/26/2018 12:00:00 AM","23","643                 ","DEc 2018 NSSF","Jv10627             ","","cr514               "
"11/21/2018 12:00:00 AM","23","644                 ","Purchase of 4 buckets of bitushield type 5 ","Jv10637             ","","cr70612             "
"1/7/2019 12:00:00 AM","23","645                 ","Purchase of 50pcs of empty buckets","Jv10658             ","","cr120615            "
"11/23/2018 12:00:00 AM","23","646                 ","Transport services to deliver Parbat order final payment","Jv10672             ","","cr583               "
"1/11/2019 12:00:00 AM","23","647                 ","Purchase of 120pcs of 80/25 stickers","Jv10725             ","","cr50612             "
"12/31/2018 12:00:00 AM","23","648                 ","DEC 2018 Motor veh fuel","Jv10730             ","","cr473               "
"12/31/2018 12:00:00 AM","23","649                 ","Dec 2018 water &amp; sewerage ","Jv10738             ","","cr371               "
"11/2/2018 12:00:00 AM","23","650                 ","","Jv10747             ","","cr150615            "
"12/1/2018 12:00:00 AM","23","653                 ","Purchase of 10pcs of empty drums","Jv10795             ","","cr30600             "
"12/1/2018 12:00:00 AM","23","654                 ","Transport charges to deliver 50 drums of bitumen 80/100 to Parbat Siyani","Jv10807             ","","cr430               "
"12/1/2018 12:00:00 AM","23","655                 ","transport charges to deliver 50 drums of bitumen 80/100(final deposit)","Jv10812             ","","cr430               "
"12/1/2018 12:00:00 AM","23","656                 ","purchase of 400L of diesel for bitumen 85/25 production ","Jv10837             ","","cr447               "
"12/4/2018 12:00:00 AM","23","657                 ","purchase of 400L of diesel for bitumen heating","Jv10838             ","","cr447               "
"11/22/2018 12:00:00 AM","23","658                 ","purchase of 400L of diesel for bitumen heating","Jv10844             ","","cr447               "
"12/8/2018 12:00:00 AM","23","659                 ","Transport charges to deliver 50 drums of bitumen 80/100 to Parbat Siyani","Jv10872             ","","cr430               "
"12/11/2018 12:00:00 AM","23","661                 ","purchase of 200L diesel for bitumen heating","Jv10900             ","","cr447               "
"12/5/2018 12:00:00 AM","23","662                 ","Dec fumigation services bill","Jv10947             ","","cr380               "
"12/29/2018 12:00:00 AM","23","663                 ","Dec fumigation services bill","Jv10948             ","","cr380               "
"1/11/2019 12:00:00 AM","23","664                 ","January sanitation services bill","Jv10949             ","","cr380               "
"12/31/2018 12:00:00 AM","23","665                 ","DEC 2018 Security services","Jv10996             ","","cr140615            "
"1/23/2019 12:00:00 AM","23","666                 ","Purchase of 50pcs of empty drums","Jv10998             ","","cr30594             "
"1/24/2019 12:00:00 AM","23","667                 ","Purchase of 50pcs of empty drums","Jv11000             ","","cr30594             "
"1/25/2019 12:00:00 AM","23","668                 ","Purchase of 50pcs of empty drums","Jv11001             ","","cr30594             "
"1/31/2019 12:00:00 AM","23","670                 ","January 2019 water bill","Jv11060             ","","cr371               "
"1/31/2019 12:00:00 AM","23","671                 ","January 2019 Electricity bill","Jv11061             ","","cr372               "
"1/31/2019 12:00:00 AM","23","672                 ","January 2019 NSSF payable","Jv11064             ","","cr514               "
"1/31/2019 12:00:00 AM","23","673                 ","January 2019 NHIF payable","Jv11065             ","","cr515               "
"1/31/2019 12:00:00 AM","23","674                 ","January 2019 PAYE payable","Jv11066             ","","cr513               "
"1/31/2019 12:00:00 AM","23","676                 ","January 2019 Consultancy","Jv11067             ","","cr369               "
"1/31/2019 12:00:00 AM","23","677                 ","January 2019 Mombasa rent","Jv11068             ","","cr582               "
"11/23/2018 12:00:00 AM","23","679                 ","Purchase of diesel","Jv11090             ","","cr447               "
"12/15/2018 12:00:00 AM","23","681                 ","Purchase of 35L of diesel","Jv11158             ","","cr447               "
"12/4/2018 12:00:00 AM","23","682                 ","Purchase of 400L of diesel","Jv11159             ","","cr447               "
"1/31/2019 12:00:00 AM","23","683                 ","January 2019 Motor Veh fuel","Jv11222             ","","cr473               "
"12/14/2018 12:00:00 AM","23","684                 ","Purchase of 4950L of kerosene","Jv11246             ","","cr356               "
"1/3/2019 12:00:00 AM","23","686                 "," purchase of diesel 400L for heating block bitumen for 85/25 bitumen production ","Jv11279             ","","cr411               "
"1/7/2019 12:00:00 AM","23","687                 ","purchase of 400L of diesel for bitumen heating","Jv11286             ","","cr447               "
"1/8/2019 12:00:00 AM","23","688                 ","purchase of 200L of diesel for bitumen heating","Jv11289             ","","cr447               "
"2/14/2019 12:00:00 AM","23","689                 ","Fire equipments service","Jv11328             ","","cr512               "
"1/10/2019 12:00:00 AM","23","690                 ","purchase of 212.8L of diesel for bitumen heating","Jv11332             ","","cr447               "
"1/9/2019 12:00:00 AM","23","691                 ","Purchase of 177.8L of diesel","Jv11333             ","","cr411               "
"1/14/2019 12:00:00 AM","23","692                 ","Purchase of 23kgs of rags","Jv11339             ","","cr498               "
"2/13/2019 12:00:00 AM","23","693                 ","January security services bill","Jv11364             ","","cr140615            "
"1/14/2019 12:00:00 AM","23","694                 ","Purchase of 400L of diesel","Jv11373             ","","cr411               "
"1/14/2019 12:00:00 AM","23","695                 ","transport charges to deliver 50 drums of bitumen to Parbat","Jv11376             ","","cr430               "
"1/12/2019 12:00:00 AM","23","696                 ","Purchase of 60L of diesel","Jv11393             ","","cr447               "
"2/28/2019 12:00:00 AM","23","697                 ","Feb2019 Waterbill","Jv11487             ","","cr371               "
"2/28/2019 12:00:00 AM","23","698                 ","Feb 2019 Accountancy","Jv11491             ","","cr369               "
"1/18/2019 12:00:00 AM","23","699                 ","Transport charges to deliver 50 drums of bitumen 80/100 to Parbat Siyani","Jv11495             ","","cr430               "
"2/2/2019 12:00:00 AM","23","700                 ","Transport charges to deliver 50 drums of MC-30 to Parbat Siyani","Jv11527             ","","cr430               "
"2/1/2019 12:00:00 AM","23","701                 ","purchase of 400L of diesel for MC-30 production","Jv11540             ","","cr411               "
"2/1/2019 12:00:00 AM","23","702                 ","Transport charges to deliver 50 drums of bitumen 80/100 to Parbat Siyani","Jv11545             ","","cr430               "
"10/19/2018 12:00:00 AM","23","704                 ","Purchase of empty drums","Jv11558             ","","cr30594             "
"1/22/2019 12:00:00 AM","23","705                 ","purchase of 300L of diesel for bitumen heating","Jv11596             ","","cr411               "
"1/23/2019 12:00:00 AM","23","706                 ","purchase of 280L of diesel for bitumen heating","Jv11603             ","","cr411               "
"1/24/2019 12:00:00 AM","23","707                 ","Transport charges to deliver 50 drums of bitumen 80/100 &amp; 130 drums of MC-30 to Parbat Siyani","Jv11606             ","","cr430               "
"1/24/2019 12:00:00 AM","23","708                 ","purchase of 400L of diesel for bitumen heating","Jv11659             ","","cr411               "
"1/25/2019 12:00:00 AM","23","709                 ","purchase of salt for emulsion production","Jv11722             ","","cr120615            "
"2/8/2019 12:00:00 AM","23","710                 ","Jan2019 Sanitation","Jv11793             ","","cr380               "
"2/11/2019 12:00:00 AM","23","711                 ","Jan2019 pests control","Jv11794             ","","cr380               "
"2/20/2019 12:00:00 AM","23","712                 ","Feb 2019 security bill","Jv11806             ","","cr140615            "
"3/21/2019 12:00:00 AM","23","713                 ","March 2019 security services","Jv11807             ","","cr140615            "
"2/28/2019 12:00:00 AM","23","714                 ","Feb2019 Electricity bill","Jv11818             ","","cr372               "
"1/23/2019 12:00:00 AM","23","715                 ","Natania medical insurance","Jv11821             ","","cr538               "
"2/28/2019 12:00:00 AM","23","717                 ","Purchase of 40L of white spirit","Jv11861             ","","cr120615            "
"3/1/2019 12:00:00 AM","23","718                 "," purchase of 60L of white spirit","Jv11862             ","","cr70612             "
"3/30/2019 12:00:00 AM","23","719                 ","Transport charges to China Wuyi Eldoret Inv783","Jv11887             ","","cr571               "
"4/2/2019 12:00:00 AM","23","720                 ","March 2019 Electricity bill","Jv11904             ","",""
"2/28/2019 12:00:00 AM","23","721                 ","Feb2019 Motor veh fuel","Jv11922             ","","cr473               "
"3/31/2019 12:00:00 AM","23","722                 ","March2019 Motor vehicle fuel","Jv11923             ","","cr473               "
"3/28/2019 12:00:00 AM","23","724                 ","purchase of 3 bales of salt for production of emulsion","Jv12071             ","","cr120615            "
"4/20/2019 12:00:00 AM","23","725                 ","April 2019 security bill","Jv12091             ","","cr140615            "
"3/31/2019 12:00:00 AM","23","727                 ","March 2019 water bill","Jv12103             ","","cr371               "
"3/29/2019 12:00:00 AM","23","728                 ","purchase of 400L of diesel for bitumen heating","Jv12121             ","","cr411               "
